ODF25 Comdty,ODF27 Comdty,GOOG Equity,GOOGL Equity,PETR4 Equity
5.77,6.74,83.036,82.754,22.87
5.82,6.79,86.414,85.87,22.8
5.76,6.72,82.092,81.476,22.88
5.69,6.64,79.552,79.061,22.92
5.84,6.79,76.62,76.18,22.26
5.79,6.74,77.848,77.362,22.73
5.97,6.95,76.601,76.303,22.12
5.98,6.97,76.036,75.788,21.88
5.93,6.92,75.964,75.441,21.68
6.03,7.02,77.072,76.756,21.67
6.12,7.12,76.045,75.605,21.73
6.02,7.01,74.777,74.352,22.15
6.3,7.28,73.0,72.554,21.65
6.36,7.34,71.558,71.507,20.9
6.3,7.26,73.273,72.991,20.8
6.43,7.4,70.761,70.47,20.23
6.21,7.19,71.415,71.143,20.4
6.22,7.21,72.248,71.953,20.13
6.61,7.62,73.226,72.933,19.63
6.62,7.6,73.467,73.301,19.31
6.5,7.48,73.48,73.28,19.61
6.53,7.5,74.505,74.395,19.85
6.71,7.6,72.921,72.78,19.02
6.51,7.44,74.301,74.142,20.03
6.66,7.55,72.672,72.551,19.93
6.66,7.58,73.015,72.957,19.79
6.56,7.54,74.297,74.172,20.44
6.55,7.53,75.761,75.523,19.8
,,78.458,78.23,
6.43,7.38,78.584,78.354,20.13
6.42,7.36,78.404,78.172,19.97
6.59,7.53,77.957,77.774,19.75
6.64,7.57,78.651,78.385,19.33
6.48,7.4,76.73,76.498,19.52
6.33,7.23,77.797,77.554,20.18
6.37,7.28,79.666,79.3,20.16
6.45,7.37,80.767,80.333,20.84
6.62,7.47,82.05,81.649,20.57
6.6,7.43,79.523,79.215,20.25
6.67,7.49,80.213,79.944,19.88
6.7,7.47,75.831,75.54,18.67
6.71,7.5,78.362,77.844,19.29
6.78,7.57,81.051,80.806,18.94
,,81.302,81.216,
6.92,7.69,82.511,82.283,19.65
6.76,7.55,87.457,87.292,19.72
6.66,7.42,88.169,88.125,19.89
6.53,7.27,88.088,87.987,19.75
6.42,7.16,88.15,88.071,21.61
6.5,7.24,87.02,86.886,23.08
6.69,7.48,87.636,87.362,22.88
6.75,7.56,87.492,87.141,21.91
6.7,7.46,88.851,88.613,22.63
6.69,7.47,89.069,88.702,23.29
6.64,7.42,88.508,88.083,23.69
6.79,7.59,87.339,87.032,23.55
6.8,7.6,88.196,87.929,23.82
6.95,7.74,87.11,86.819,23.65
7.06,7.83,86.743,86.378,25.1
7.0,7.76,88.444,88.195,26.22
6.93,7.68,88.572,88.207,26.25
6.82,7.6,,,25.82
6.7,7.49,89.66,89.351,25.5
6.77,7.55,88.037,87.72,24.9
6.57,7.36,89.905,89.768,25.6
6.39,7.23,91.398,91.249,25.91
6.11,6.9,91.339,91.092,26.64
6.13,6.92,91.4,91.188,27.53
6.08,6.91,90.974,90.852,27.0
6.07,6.89,90.928,90.566,26.66
6.11,6.96,89.207,88.893,26.94
6.03,6.83,88.767,88.383,27.82
5.89,6.72,89.089,88.74,27.57
5.93,6.79,88.003,87.613,27.62
5.83,6.67,88.389,88.054,27.85
5.93,6.76,88.15,87.86,28.19
5.93,6.74,87.395,87.026,28.24
5.92,6.7,86.551,86.311,28.1
5.92,6.69,86.968,86.728,27.02
5.86,6.65,86.175,86.011,27.28
5.75,6.55,86.619,86.412,27.95
,,86.943,86.708,
5.81,6.58,88.804,88.698,28.18
5.67,6.41,87.936,87.888,28.27
5.64,6.41,86.976,86.813,28.34
,,87.594,87.632,
5.65,6.4,86.412,86.307,28.91
5.77,6.5,87.046,87.003,30.04
5.93,6.7,86.765,86.144,30.07
6.18,6.96,89.363,88.717,31.0
6.26,7.03,90.361,89.892,31.12
6.51,7.25,88.336,87.815,30.86
6.37,7.11,87.328,86.872,30.63
6.6,7.28,87.72,87.363,29.15
6.48,7.1,87.009,86.546,29.45
6.49,7.11,86.81,86.381,28.12
6.45,7.08,,,28.07
6.49,7.12,89.543,89.224,28.69
6.48,7.15,94.345,94.004,28.21
6.62,7.26,94.563,94.208,27.55
6.79,7.5,95.053,94.628,27.09
,,94.97,94.714,
6.62,7.3,95.862,95.398,27.0
6.56,7.22,91.54,90.947,27.38
6.46,7.14,93.155,92.66,27.76
6.32,7.01,91.787,91.368,26.69
6.33,6.99,95.068,94.654,27.53
6.22,6.89,96.376,95.956,28.66
6.2,6.88,103.504,102.944,28.85
6.32,6.99,103.119,102.682,28.82
6.31,6.98,104.9,104.441,29.02
6.38,7.03,104.646,104.226,28.11
6.46,7.11,104.176,103.77,27.54
6.39,7.09,104.769,104.324,27.8
6.43,7.12,104.795,104.438,28.08
6.52,7.19,105.206,104.752,28.44
,,106.095,105.535,
6.63,7.3,106.416,105.931,29.59
6.63,7.27,105.86,105.291,29.27
6.72,7.37,105.057,104.441,27.33
6.92,7.57,103.244,102.713,21.45
6.81,7.5,103.543,103.006,24.06
7.0,7.69,104.759,104.191,24.4
7.17,7.84,101.568,100.798,23.19
7.22,7.85,101.843,101.096,22.24
7.37,7.97,104.076,103.483,22.0
7.49,8.12,103.792,103.224,21.99
7.77,8.42,101.336,100.571,21.19
7.17,7.84,102.455,101.697,22.22
6.95,7.59,105.427,104.854,22.39
7.27,7.86,101.209,100.375,21.1
7.38,8.03,102.635,102.018,21.59
7.42,8.02,102.752,101.81,22.34
7.35,7.88,105.739,105.027,23.29
7.44,8.02,103.096,102.5,23.17
7.4,7.96,103.324,102.722,23.65
7.37,7.88,104.626,104.194,23.28
7.4,7.91,104.554,104.111,24.08
7.37,7.86,101.811,101.067,23.24
7.59,8.08,102.16,101.348,24.0
7.73,8.22,101.929,101.535,23.52
7.91,8.43,102.648,102.066,22.8
8.15,8.7,102.253,101.627,22.82
8.05,8.67,102.218,101.623,23.2
8.11,8.69,101.778,101.237,23.46
8.26,8.83,102.797,102.29,23.83
8.07,8.69,102.777,102.324,23.83
8.06,8.7,103.432,103.126,24.1
8.2,8.79,106.888,106.489,23.89
8.16,8.78,111.278,110.948,24.04
8.23,8.85,111.238,110.463,24.02
8.38,8.99,112.484,111.952,24.0
8.11,8.75,113.272,112.521,23.7
8.28,8.93,114.294,113.534,23.65
8.28,8.9,112.739,112.231,23.89
8.39,9.02,113.364,112.721,23.97
8.3,8.95,112.742,112.095,24.35
8.17,8.84,114.833,114.263,23.09
7.96,8.6,114.888,114.138,22.95
7.87,8.49,115.12,114.488,24.28
7.98,8.63,114.682,113.951,23.82
,,114.665,113.917,
7.77,8.42,113.396,112.626,23.71
7.69,8.34,115.765,114.997,23.69
7.69,8.32,116.337,115.497,23.78
7.76,8.39,115.356,114.549,23.1
7.71,8.37,118.996,117.952,23.94
7.68,8.34,121.494,119.638,23.62
7.76,8.41,120.506,117.675,23.62
7.86,8.5,119.759,117.154,23.43
8.05,8.66,117.713,115.342,22.89
7.95,8.56,117.837,115.739,23.83
8.03,8.65,119.068,116.867,23.5
8.07,8.64,119.935,117.596,24.38
8.16,8.71,117.083,114.588,24.7
8.04,8.66,115.438,113.503,25.15
8.27,8.86,111.954,110.013,24.78
8.24,8.83,113.098,111.452,24.99
8.27,8.85,115.808,113.919,26.28
8.19,8.77,116.071,114.446,26.66
8.29,8.86,115.172,113.124,26.35
8.34,8.92,115.436,113.575,26.15
8.23,8.82,117.805,115.348,25.93
8.18,8.76,117.255,114.707,25.95
8.27,8.86,120.334,118.052,26.39
8.15,8.76,120.454,118.143,25.84
8.06,8.68,121.677,119.016,26.09
7.89,8.52,120.126,118.134,25.91
7.79,8.43,120.578,117.843,26.99
7.88,8.47,,,26.87
7.92,8.44,121.491,119.059,27.29
7.8,8.34,121.064,118.53,28.06
,,120.231,117.379,
7.7,8.24,122.588,119.679,28.5
7.79,8.32,123.305,120.115,28.29
7.76,8.3,124.143,119.922,28.66
7.84,8.33,124.57,120.397,28.66
7.94,8.42,126.08,121.757,28.68
8.05,8.53,125.696,121.51,28.57
8.0,8.48,126.352,122.446,28.75
7.97,8.4,126.033,121.42,29.03
7.99,8.43,125.696,120.773,29.14
8.14,8.56,126.371,121.744,28.13
8.35,8.82,125.568,120.111,28.32
8.19,8.64,126.455,121.813,28.95
8.23,8.67,126.999,122.331,29.1
8.25,8.63,126.462,122.127,29.3
8.15,8.53,127.282,122.5,29.65
8.16,8.56,126.995,122.509,29.1
7.98,8.44,126.819,122.536,29.05
7.95,8.4,126.018,122.273,29.18
8.07,8.49,125.316,122.09,29.43
8.17,8.61,126.369,122.444,29.06
8.15,8.6,128.719,125.258,29.18
8.23,8.67,,,28.85
8.35,8.77,129.771,126.19,27.67
8.24,8.67,130.078,126.474,28.05
8.3,8.7,129.177,125.044,27.49
,,129.575,125.518,
8.37,8.77,130.564,126.976,27.73
8.43,8.85,130.994,127.342,27.9
8.26,8.66,132.083,128.237,27.67
8.28,8.67,131.267,127.005,27.08
8.18,8.6,131.846,126.97,26.68
8.17,8.6,129.254,124.578,26.24
8.09,8.56,131.102,126.21,26.59
8.12,8.57,132.601,127.549,26.96
8.11,8.55,133.329,128.421,26.9
8.34,8.73,137.816,133.015,26.74
8.35,8.7,139.645,134.035,27.47
8.42,8.76,136.796,131.9,27.15
8.45,8.76,136.382,136.094,27.71
8.36,8.72,136.541,135.778,27.81
8.7,9.04,135.221,134.727,26.91
8.77,9.08,135.99,134.855,26.41
8.79,9.11,136.28,135.63,26.85
8.78,9.1,136.029,135.126,26.28
9.08,9.39,136.94,136.252,28.35
9.05,9.4,137.036,135.739,28.39
9.12,9.51,138.002,136.913,28.19
9.02,9.43,138.097,136.807,28.28
9.08,9.48,137.69,136.279,28.67
9.24,9.63,138.39,137.194,29.1
9.4,9.82,138.406,137.728,29.35
9.58,10.02,138.916,138.31,28.64
9.6,10.03,137.301,136.662,27.03
9.87,10.32,136.57,135.449,26.79
9.72,10.17,136.914,135.68,26.64
9.56,10.0,138.437,137.43,26.6
9.74,10.19,141.099,140.041,27.02
9.59,10.0,142.398,141.262,27.58
9.41,9.79,142.95,142.079,27.73
9.42,9.8,142.123,141.441,27.49
9.35,9.71,144.551,144.004,28.49
9.33,9.72,145.469,144.591,28.3
9.56,9.95,145.462,144.698,27.19
9.56,9.97,145.842,145.216,27.04
9.78,10.2,144.219,143.287,26.6
9.83,10.3,144.775,143.74,26.33
9.8,10.27,,,26.46
,,145.519,144.281,
10.06,10.54,144.884,143.691,24.97
10.27,10.72,144.914,143.541,25.5
10.18,10.58,141.921,140.876,25.34
10.13,10.49,143.465,142.333,26.23
10.04,10.47,143.406,142.545,25.88
10.13,10.55,145.206,144.43,26.33
10.13,10.55,144.373,143.61,26.1
10.21,10.63,141.464,140.8,24.93
10.13,10.54,139.017,138.719,24.65
9.84,10.25,139.647,139.033,25.21
9.8,10.2,140.939,140.284,25.85
9.95,10.35,141.827,141.216,26.84
10.05,10.45,142.633,142.215,26.9
10.16,10.56,141.501,141.072,27.14
10.27,10.67,136.184,135.83,26.96
10.21,10.57,134.521,134.354,27.39
10.28,10.69,133.266,133.676,27.23
10.16,10.55,136.463,136.543,28.0
10.22,10.61,133.765,133.66,28.79
10.27,10.65,136.177,136.023,29.42
10.1,10.5,137.354,137.565,28.64
10.2,10.62,139.186,139.225,28.6
9.99,10.43,140.056,139.786,29.12
10.07,10.51,138.848,138.914,29.32
,,136.713,136.449,
10.01,10.43,137.9,137.582,29.63
10.06,10.46,141.412,141.151,29.68
10.2,10.58,141.675,141.368,29.6
10.27,10.66,142.961,142.778,29.45
10.89,11.19,143.822,143.237,28.01
10.9,11.27,142.415,141.769,28.41
11.49,11.8,142.781,141.886,27.45
11.5,11.81,138.625,137.567,27.18
11.64,11.8,138.773,137.447,29.04
11.92,11.96,139.672,139.309,28.76
11.81,11.9,146.428,146.218,28.69
12.51,12.47,146.129,145.849,28.96
12.2,12.26,148.271,148.046,27.25
12.49,12.53,143.774,143.497,28.0
,,145.863,145.433,
12.03,12.04,146.79,146.598,26.85
12.17,12.19,148.683,148.267,26.0
12.12,12.09,149.241,148.852,25.85
12.16,12.02,149.352,149.031,26.12
11.85,11.72,149.248,148.919,26.64
11.83,11.67,146.626,145.894,26.43
11.79,11.69,146.748,145.767,26.45
11.74,11.64,149.646,148.678,26.99
,,149.388,148.452,
11.83,11.76,149.076,147.876,27.27
11.99,11.9,149.062,148.047,26.58
12.09,11.96,150.709,149.839,26.54
11.93,11.84,149.953,148.927,26.1
12.17,12.01,147.079,146.302,26.36
11.93,11.76,146.757,145.782,27.8
11.83,11.73,146.718,146.12,28.37
11.86,11.81,,,29.62
11.73,11.71,142.806,142.183,28.47
11.59,11.57,146.114,145.531,29.47
11.49,11.38,142.452,141.897,29.43
11.49,11.42,141.618,141.052,29.6
11.26,11.27,143.777,142.966,28.36
10.89,10.96,142.521,142.002,28.76
10.91,10.94,143.796,143.155,28.89
10.86,10.85,148.037,147.27,29.36
10.665,10.68,148.721,148.187,29.35
10.69,10.6,148.106,147.639,29.29
10.425,10.34,148.675,148.002,29.65
10.59,10.49,146.705,145.827,29.47
10.46,10.36,144.971,143.907,29.12
10.54,10.39,147.368,146.441,29.3
10.625,10.49,144.839,144.445,29.69
10.755,10.62,142.803,141.725,28.99
10.505,10.46,142.402,141.607,28.16
10.39,10.35,144.221,143.473,28.2
10.44,10.38,146.949,146.415,28.16
10.58,10.53,147.142,146.916,28.33
10.58,10.53,148.064,147.907,28.75
10.59,10.5,146.448,146.687,28.78
10.69,10.59,146.505,146.655,28.54
10.6,10.61,146.003,146.201,28.45
,,144.68,144.852,
10.82,10.83,145.075,144.992,29.09
11.175,11.115,144.416,144.4,29.2
11.3,11.21,137.654,137.775,28.07
11.33,11.225,137.551,137.748,28.05
11.43,11.315,137.005,137.017,28.18
11.505,11.39,138.574,138.67,28.01
11.525,11.45,140.017,139.736,28.84
11.21,11.19,141.648,141.431,29.72
11.18,11.135,139.131,138.587,30.32
11.225,11.135,139.787,139.481,31.45
11.41,11.41,,,31.5
11.47,11.45,136.291,135.998,31.64
11.26,11.24,135.652,135.117,31.49
11.06,11.095,133.507,133.308,31.72
11.185,11.3,130.092,130.352,31.77
11.095,11.2,130.372,130.804,31.95
11.03,11.17,126.736,126.935,32.99
11.04,11.09,129.24,129.233,33.87
11.315,11.325,129.121,129.005,33.88
11.35,11.325,133.29,133.351,32.54
11.27,11.22,135.699,135.304,32.35
11.1,11.1,137.879,137.644,33.0
10.99,10.98,148.037,148.0,32.52
10.88,10.965,142.651,143.09,32.07
11.085,11.24,143.016,143.293,32.63
10.97,11.115,138.938,139.201,32.15
11.12,11.255,139.213,139.399,31.83
11.19,11.195,141.453,141.592,31.95
11.325,11.3,138.603,138.62,32.44
11.44,11.355,134.13,134.283,33.76
11.485,11.365,135.3,135.526,33.0
11.345,11.225,136.426,136.609,32.48
11.37,11.22,137.488,137.738,32.93
11.455,11.33,132.309,132.539,32.8
11.4,11.31,130.468,130.403,33.0
11.34,11.21,,,33.85
11.4,11.26,129.403,129.814,33.74
11.265,11.17,127.585,127.588,34.22
11.39,11.29,132.674,132.691,33.39
11.425,11.315,134.52,134.46,34.0
,,134.891,135.057,
,,134.168,134.062,
11.535,11.41,134.752,134.572,34.67
11.75,11.5,134.308,133.9,34.24
12.0,11.71,132.122,131.907,34.23
12.255,12.08,126.465,126.379,31.8
12.38,12.26,127.279,127.105,32.46
12.12,12.035,133.866,133.42,32.56
12.275,12.145,132.682,132.43,33.7
12.44,12.21,130.476,129.871,32.49
12.68,12.5,126.741,125.951,31.87
12.43,12.25,129.661,129.198,31.1
12.445,12.25,133.691,133.281,30.83
12.285,12.145,134.601,133.839,30.01
12.07,11.915,136.802,136.126,30.61
12.21,11.98,136.479,136.102,31.76
12.06,11.87,140.278,139.868,31.62
12.065,11.855,138.504,138.276,32.05
11.715,11.555,141.312,141.572,32.42
11.46,11.375,141.522,141.673,32.3
11.41,11.265,141.95,141.456,31.6
11.31,11.21,143.25,142.506,32.3
11.51,11.33,142.645,141.939,32.99
11.42,11.22,139.65,139.068,33.45
11.16,10.98,140.7,140.151,33.01
11.095,10.855,143.642,142.972,32.7
11.335,11.085,141.063,140.591,32.39
11.44,11.205,137.176,136.548,32.36
11.53,11.3,136.465,135.889,34.04
11.77,11.5,134.011,133.288,34.21
11.97,11.64,129.796,128.824,33.95
12.0,11.705,128.374,127.715,33.85
12.03,11.72,130.286,129.894,34.57
12.155,11.86,127.253,126.73,31.27
12.05,11.77,127.961,127.677,30.72
12.06,11.8,130.531,130.009,31.65
12.1,11.795,128.246,128.04,31.8
,,124.938,124.815,
12.14,11.98,119.614,119.636,30.56
11.99,11.815,123.25,123.074,30.11
12.14,11.98,119.506,118.65,30.06
12.005,11.87,115.021,114.295,30.06
12.01,11.835,119.412,118.523,30.26
12.03,11.83,114.967,114.11,30.28
12.165,11.985,117.157,116.583,29.98
12.17,12.005,118.13,117.334,30.25
12.05,11.905,122.575,122.261,32.07
12.325,12.19,116.747,116.506,32.01
12.565,12.39,115.66,115.747,33.06
12.42,12.295,113.084,112.511,32.16
12.3,12.185,114.585,114.395,32.44
12.445,12.305,113.961,113.603,33.57
12.52,12.36,113.161,112.844,33.83
12.57,12.33,116.516,116.051,34.27
12.465,12.195,114.792,114.445,34.61
12.41,12.19,116.702,116.473,34.16
12.38,12.17,112.401,111.899,33.6
12.22,11.985,110.746,110.384,34.17
12.09,11.86,109.313,108.908,34.83
12.03,11.775,111.667,111.488,36.2
12.26,12.01,105.926,105.97,31.6
12.28,12.09,105.84,105.805,32.05
12.08,11.91,108.296,107.792,32.13
12.13,11.93,112.799,112.316,30.6
12.385,12.23,,,29.99
12.255,12.12,114.039,113.762,30.06
12.37,12.25,114.137,113.892,30.02
12.455,12.355,117.746,117.622,29.76
12.435,12.31,114.564,114.541,30.28
12.475,12.395,117.011,116.821,30.3
12.66,12.595,117.23,117.149,30.66
12.685,12.6,117.238,117.194,30.51
12.49,12.47,114.918,114.836,30.07
12.495,12.49,111.428,111.162,29.65
12.745,12.74,106.877,106.393,29.27
13.1,13.01,107.194,106.715,29.6
12.75,12.67,110.391,109.765,29.08
,,106.636,106.034,
12.52,12.45,107.866,107.143,27.31
12.465,12.38,,,27.62
12.465,12.395,112.015,111.544,27.07
12.31,12.235,112.034,111.488,26.99
12.225,12.18,112.685,112.242,26.49
12.52,12.46,118.538,117.975,26.29
12.555,12.51,116.622,115.834,27.98
12.875,12.82,112.571,112.008,28.33
12.875,12.775,112.257,111.702,28.08
12.715,12.65,109.372,108.963,27.93
12.63,12.61,109.081,108.738,28.53
12.74,12.69,,,29.14
12.86,12.815,113.887,113.263,28.03
12.89,12.85,115.214,114.572,27.67
12.8,12.73,119.306,118.783,28.48
12.96,12.845,120.169,119.354,28.8
13.22,13.08,116.523,115.677,28.66
13.04,12.91,114.849,114.021,28.23
13.075,12.92,112.187,111.354,28.25
13.19,13.0,111.44,110.367,27.49
13.11,12.945,112.767,111.778,27.96
13.345,13.21,109.91,109.03,28.6
13.445,13.36,114.62,113.81,29.18
13.345,13.295,114.7,113.9,29.17
13.49,13.41,115.04,114.34,29.02
13.265,13.24,108.36,107.9,29.33
13.18,13.14,108.21,107.51,30.7
13.195,13.115,105.44,105.02,31.01
13.065,12.96,113.6,113.06,31.35
12.84,12.76,114.59,114.22,32.29
12.68,12.61,116.64,116.32,34.15
12.56,12.48,115.48,114.86,33.68
12.675,12.635,115.9,115.13,33.83
12.51,12.48,118.78,118.08,33.88
12.1,12.115,118.87,118.19,34.21
12.1,12.005,118.22,117.47,34.87
11.855,11.66,118.14,117.3,36.63
11.91,11.775,117.5,116.63,37.23
11.875,11.715,120.65,119.7,37.11
11.95,11.79,119.82,118.84,36.25
11.79,11.58,122.65,121.68,31.71
11.65,11.395,122.88,122.08,31.72
11.74,11.445,122.72,121.85,31.83
